  31.70
 132.00
 468587461
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1993 08 08 12	48038.40	0.07	411.56	0.00	27.36	27.36	2829.68
1993 08 09 12	48038.40	0.01	339.89	0.00	28.04	28.04	2986.21
1993 08 10 12	47994.35	0.00	522.66	0.00	28.56	28.56	2888.75
1993 08 11 12	47692.80	0.00	437.33	0.00	28.63	28.63	2909.46
1993 08 12 12	47692.80	0.00	316.11	0.00	28.23	28.23	3032.76
1993 08 13 12	47692.80	0.00	513.30	0.00	28.87	28.87	2953.47
1993 08 14 12	47347.20	0.05	347.31	0.00	29.20	29.20	3033.67
1993 08 15 12	47347.20	4.73	350.58	0.00	29.21	29.21	3158.09
1993 08 16 12	47347.20	1.50	509.96	0.00	29.26	29.26	2966.41
1993 08 17 12	47119.59	0.00	395.73	0.00	29.60	29.60	3034.81
1993 08 18 12	47001.60	0.00	494.53	0.00	29.98	29.98	3006.70
1993 08 19 12	47001.60	0.00	494.17	0.00	29.77	29.77	2943.45
1993 08 20 12	46998.22	5.03	353.84	0.00	29.87	29.87	2985.98
1993 08 21 12	46656.00	2.96	426.82	0.00	28.53	28.53	2997.49
1993 08 22 12	46656.00	0.76	360.44	0.00	27.34	27.34	2862.56
1993 08 23 12	46656.00	0.04	468.39	0.00	27.97	27.97	2866.11
1993 08 24 12	46310.40	0.23	560.45	0.00	28.99	28.99	2952.40
1993 08 25 12	46310.40	0.01	338.24	0.00	29.16	29.16	2983.13
1993 08 26 12	46310.40	0.35	448.36	0.00	29.01	29.01	2869.81
1993 08 27 12	45964.80	0.47	385.54	0.00	27.38	27.38	2736.62
1993 08 28 12	45964.80	1.01	415.50	0.00	28.01	28.01	2772.74
1993 08 29 12	45964.80	0.67	346.02	0.00	27.77	27.77	2808.97
1993 08 30 12	45619.20	5.14	346.98	0.00	27.99	27.99	2828.37
1993 08 31 12	45619.20	0.20	296.13	0.00	27.48	27.48	2807.45
1993 09 01 12	45619.20	2.77	300.89	0.00	27.59	27.59	2834.38
1993 09 02 12	45273.60	2.76	311.13	0.00	27.43	27.43	2894.82
1993 09 03 12	45273.60	1.77	345.19	0.00	27.57	27.57	2912.22
1993 09 04 12	45273.60	3.09	337.98	0.00	26.42	26.42	2579.20
1993 09 05 12	44928.00	0.32	485.52	0.00	26.45	26.45	2441.99
1993 09 06 12	44928.00	0.25	288.82	0.00	26.20	26.20	2628.21
1993 09 07 12	44928.00	0.05	410.85	0.00	25.48	25.48	2451.97
1993 09 08 12	44582.40	0.00	448.06	0.00	24.97	24.97	2390.67
1993 09 09 12	44582.40	0.00	316.62	0.00	26.67	26.67	2678.10
1993 09 10 12	44582.40	0.00	374.23	0.00	26.96	26.96	2532.92
1993 09 11 12	44236.80	0.00	541.07	0.00	23.94	23.94	1869.40
1993 09 12 12	44236.80	0.00	477.75	0.00	24.15	24.15	2044.46
1993 09 13 12	44236.80	2.35	422.20	0.00	26.54	26.54	2713.87
1993 09 14 12	43891.20	10.04	345.20	0.00	26.50	26.50	2816.72
1993 09 15 12	43891.20	7.97	329.54	0.00	22.59	22.59	2356.06
1993 09 16 12	43891.20	0.22	388.87	0.00	22.55	22.55	2229.59
1993 09 17 12	43545.60	0.00	530.98	0.00	22.19	22.19	1943.63
1993 09 18 12	43545.60	0.00	379.52	0.00	24.67	24.67	2307.35
1993 09 19 12	43545.60	0.16	415.27	0.00	27.09	27.09	2710.02
1993 09 20 12	43200.00	16.74	297.96	0.00	27.14	27.14	2881.62
1993 09 21 12	43200.00	1.47	274.73	0.00	27.69	27.69	2881.17
1993 09 22 12	42854.40	0.00	518.53	0.00	27.28	27.28	2605.98
1993 09 23 12	42854.40	0.25	498.66	0.00	27.95	27.95	2671.53
1993 09 24 12	42854.40	0.22	513.19	0.00	27.55	27.55	2562.50
1993 09 25 12	42508.80	0.97	405.92	0.00	26.05	26.05	2545.15
1993 09 26 12	42508.80	16.21	256.23	0.00	25.57	25.57	2670.51
1993 09 27 12	42508.80	4.57	511.41	0.00	20.94	20.94	1868.74
1993 09 28 12	42163.20	0.00	527.17	0.00	16.99	16.99	1031.81
1993 09 29 12	42163.20	0.00	516.56	0.00	20.86	20.86	1386.87
1993 09 30 12	42163.20	0.00	518.32	0.00	18.74	18.74	1330.05
1993 10 01 12	41817.60	0.00	514.53	0.00	19.17	19.17	1432.15
1993 10 02 12	41817.60	0.59	451.53	0.00	21.55	21.55	1850.50
1993 10 03 12	41817.60	0.00	361.62	0.00	22.33	22.33	1934.34
1993 10 04 12	41472.00	0.01	459.06	0.00	20.87	20.87	1680.13
1993 10 05 12	41472.00	0.00	450.58	0.00	22.92	22.92	1697.72
1993 10 06 12	41472.00	0.00	503.99	0.00	21.45	21.45	1497.93
1993 10 07 12	41126.40	0.00	464.43	0.00	21.74	21.74	1691.67
1993 10 08 12	41126.40	0.00	470.73	0.00	22.22	22.22	2019.38
1993 10 09 12	41126.40	0.37	431.98	0.00	23.81	23.81	2195.88
1993 10 10 12	40780.80	0.00	500.25	0.00	17.65	17.65	1505.02
1993 10 11 12	40780.80	0.23	386.44	0.00	13.95	13.95	1079.08
1993 10 12 12	40780.80	6.00	250.39	0.00	13.88	13.88	1186.65
1993 10 13 12	40435.20	6.82	264.62	0.00	15.97	15.97	1581.75
1993 10 14 12	40435.20	12.33	364.51	0.00	17.78	17.78	1761.67
1993 10 15 12	40435.20	0.32	311.92	0.00	19.47	19.47	1932.76
1993 10 16 12	40089.60	0.95	363.42	0.00	21.26	21.26	2136.89
1993 10 17 12	40089.60	0.91	414.18	0.00	24.68	24.68	2394.54
1993 10 18 12	40089.60	1.95	409.14	0.00	25.87	25.87	2413.96
1993 10 19 12	39744.00	1.31	337.88	0.00	24.11	24.11	2374.77
1993 10 20 12	39744.00	6.85	277.85	0.00	25.15	25.15	2603.41
1993 10 21 12	39744.00	13.75	135.85	0.00	17.82	17.82	1850.53
1993 10 22 12	39442.44	4.27	248.08	0.00	11.65	11.65	1107.06
1993 10 23 12	39398.40	0.09	468.61	0.00	14.71	14.71	1184.03
1993 10 24 12	39398.40	0.00	332.41	0.00	17.83	17.83	1606.38
1993 10 25 12	39377.32	0.00	254.68	0.00	19.87	19.87	1848.30
1993 10 26 12	39052.80	0.00	455.34	0.00	20.01	20.01	1728.21
1993 10 27 12	39052.80	0.00	288.85	0.00	18.00	18.00	1484.02
1993 10 28 12	39052.80	0.00	451.52	0.00	14.71	14.71	1091.71
1993 10 29 12	38707.20	39.63	189.71	0.00	16.53	16.53	1700.41
1993 10 30 12	38707.20	23.69	237.86	0.00	8.67	8.67	1069.28
1993 10 31 12	38707.20	0.00	308.71	0.00	3.06	3.06	472.68
1993 11 01 12	38405.65	0.00	414.23	0.00	4.51	4.51	485.75
1993 11 02 12	38361.60	0.00	371.59	0.00	7.82	7.82	720.35
1993 11 03 12	38361.60	0.75	101.58	0.00	12.76	12.76	1260.99
1993 11 04 12	38361.60	3.29	192.95	0.00	17.26	17.26	1773.99
1993 11 05 12	38016.00	8.74	189.22	0.00	21.07	21.07	2171.25
1993 11 06 12	38016.00	1.60	326.90	0.00	9.12	9.12	867.26
1993 11 07 12	38016.00	0.00	401.33	0.00	2.70	2.70	483.97
1993 11 08 12	37994.92	0.02	370.92	0.00	6.31	6.31	609.95
1993 11 09 12	37670.40	5.28	145.14	0.00	11.35	11.35	1154.94
1993 11 10 12	37670.40	0.02	304.70	0.00	14.08	14.08	1100.32
1993 11 11 12	37670.40	0.00	380.81	0.00	13.67	13.67	932.59
1993 11 12 12	37649.32	0.00	320.00	0.00	16.12	16.12	1520.29
1993 11 13 12	37324.80	1.68	228.42	0.00	22.05	22.05	2282.88
1993 11 14 12	37324.80	33.57	169.56	0.00	23.25	23.25	2438.12
1993 11 15 12	37324.80	74.88	89.02	0.00	19.26	19.26	2089.53
1993 11 16 12	37324.80	13.28	201.20	0.00	19.15	19.15	1974.07
1993 11 17 12	36982.58	48.41	290.98	0.00	17.63	17.63	1775.47
1993 11 18 12	36979.20	0.00	360.48	0.00	10.14	10.14	1015.43
1993 11 19 12	36979.20	0.00	273.01	0.00	13.96	13.96	1363.70
1993 11 20 12	36979.20	0.00	369.71	0.00	11.25	11.25	961.98
1993 11 21 12	36958.12	0.00	371.87	0.00	5.61	5.61	542.79
1993 11 22 12	36633.60	0.00	368.54	0.00	7.73	7.73	612.02
1993 11 23 12	36633.60	0.00	356.73	0.00	10.78	10.78	899.79
1993 11 24 12	36633.60	0.00	342.26	0.00	15.02	15.02	1210.97
1993 11 25 12	36633.60	0.13	294.52	0.00	17.22	17.22	1360.99
1993 11 26 12	36633.60	1.25	192.47	0.00	10.16	10.16	1112.07
1993 11 27 12	36413.40	3.40	364.38	0.00	5.05	5.05	646.45
1993 11 28 12	36288.00	0.00	358.14	0.00	6.18	6.18	546.99
1993 11 29 12	36288.00	0.00	326.34	0.00	10.26	10.26	745.59
1993 11 30 12	36288.00	0.00	347.86	0.00	12.02	12.02	809.45
1993 12 01 12	36288.00	0.00	339.26	0.00	11.90	11.90	984.97
1993 12 02 12	36288.00	0.13	246.05	0.00	15.29	15.29	1444.03
1993 12 03 12	36288.00	4.44	132.67	0.00	17.36	17.36	1771.71
1993 12 04 12	36067.80	15.83	191.59	0.00	17.03	17.03	1677.74
1993 12 05 12	35942.40	0.00	321.45	0.00	10.36	10.36	940.20
1993 12 06 12	35942.40	0.00	308.23	0.00	9.88	9.88	848.20
1993 12 07 12	35942.40	0.00	335.57	0.00	7.17	7.17	721.39
1993 12 08 12	35942.40	0.00	209.20	0.00	13.26	13.26	1096.03
1993 12 09 12	35942.40	0.25	104.54	0.00	15.85	15.85	1381.34
1993 12 10 12	35942.40	16.19	234.33	0.00	18.09	18.09	1781.80
1993 12 11 12	35942.40	0.00	339.96	0.00	9.53	9.53	834.78
1993 12 12 12	35942.40	0.00	280.43	0.00	4.42	4.42	557.32
1993 12 13 12	35942.40	30.64	131.64	0.00	10.35	10.35	1156.74
1993 12 14 12	35942.40	6.20	169.25	0.00	8.95	8.95	953.28
1993 12 15 12	35921.32	0.07	274.52	0.00	6.43	6.43	747.69
1993 12 16 12	35824.41	0.00	330.26	0.00	6.46	6.46	748.02
1993 12 17 12	35824.41	0.31	215.32	0.00	7.28	7.28	810.65
1993 12 18 12	35722.20	0.46	250.13	0.00	10.77	10.77	1045.36
1993 12 19 12	35722.20	0.35	324.36	0.00	9.84	9.84	905.74
1993 12 20 12	35722.20	13.41	89.32	0.00	12.21	12.21	1292.85
1993 12 21 12	35722.20	0.00	337.88	0.00	5.56	5.56	704.57
1993 12 22 12	35722.20	9.88	83.00	0.00	4.50	4.50	687.58
1993 12 23 12	35722.20	2.50	281.62	0.00	4.22	4.22	694.38
1993 12 24 12	35722.20	0.00	232.98	0.00	2.22	2.22	506.77
1993 12 25 12	35824.41	0.00	340.62	0.00	3.55	3.55	529.77
1993 12 26 12	35921.32	0.00	333.37	0.00	5.11	5.11	550.26
1993 12 27 12	35942.40	0.07	308.67	0.00	10.14	10.14	1072.89
1993 12 28 12	35942.40	3.33	194.94	0.00	15.95	15.95	1577.75
1993 12 29 12	35942.40	3.98	202.90	0.00	9.04	9.04	1045.95
1993 12 30 12	35942.40	0.00	344.54	0.00	2.13	2.13	539.47
1993 12 31 12	35942.40	0.00	339.86	0.00	3.15	3.15	469.73
1994 01 01 12	35942.40	17.15	91.60	0.00	6.26	6.26	862.83
1994 01 02 12	35942.40	1.17	312.58	0.00	10.16	10.16	1115.64
1994 01 03 12	35942.40	7.08	65.99	0.00	7.16	7.16	915.03
1994 01 04 12	35942.40	0.73	268.29	0.00	5.10	5.10	695.26
1994 01 05 12	35942.40	0.78	321.80	0.00	3.13	3.13	590.64
1994 01 06 12	35986.44	0.00	310.20	0.00	12.49	12.49	1302.92
1994 01 07 12	36170.01	11.57	130.60	0.00	12.81	12.81	1392.55
1994 01 08 12	36288.00	0.71	330.49	0.00	0.82	0.82	456.13
1994 01 09 12	36288.00	0.00	331.22	0.00	2.71	2.71	434.52
1994 01 10 12	36288.00	0.00	306.86	0.00	4.76	4.76	609.77
1994 01 11 12	36288.00	3.57	83.40	0.00	9.18	9.18	1038.99
1994 01 12 12	36288.00	0.02	287.48	0.00	10.41	10.41	1124.56
1994 01 13 12	36291.38	0.01	317.46	0.00	9.41	9.41	966.45
1994 01 14 12	36612.52	0.00	331.80	0.00	7.46	7.46	761.42
1994 01 15 12	36633.60	0.00	332.87	0.00	2.73	2.73	536.38
1994 01 16 12	36633.60	0.00	169.16	0.00	1.81	1.81	483.23
1994 01 17 12	36633.60	60.86	149.24	0.00	11.18	11.18	1263.37
1994 01 18 12	36633.60	0.00	345.15	0.00	-1.23	-1.23	420.22
1994 01 19 12	36677.65	0.00	347.38	0.00	-2.43	-2.43	250.02
1994 01 20 12	36979.20	0.00	307.39	0.00	2.45	2.45	546.65
1994 01 21 12	36979.20	0.00	281.34	0.00	3.40	3.40	575.14
1994 01 22 12	36979.20	0.28	303.05	0.00	3.63	3.63	511.98
1994 01 23 12	36979.20	0.08	138.87	0.00	7.71	7.71	631.09
1994 01 24 12	37104.60	0.00	189.02	0.00	11.29	11.29	869.78
1994 01 25 12	37324.80	0.25	309.24	0.00	15.68	15.68	1424.54
1994 01 26 12	37324.80	9.71	195.57	0.00	17.33	17.33	1721.94
1994 01 27 12	37324.80	81.85	181.18	0.00	18.14	18.14	1933.92
1994 01 28 12	37328.18	25.41	303.47	0.00	13.28	13.28	1351.29
1994 01 29 12	37670.40	0.26	167.98	0.00	6.15	6.15	753.08
1994 01 30 12	37670.40	0.07	353.12	0.00	5.58	5.58	695.90
1994 01 31 12	37670.40	0.00	300.67	0.00	4.40	4.40	599.41
1994 02 01 12	37673.78	0.00	272.52	0.00	1.99	1.99	500.30
1994 02 02 12	38016.00	0.28	392.25	0.00	2.41	2.41	432.88
1994 02 03 12	38016.00	0.00	272.76	0.00	4.53	4.53	492.55
1994 02 04 12	38016.00	4.43	260.08	0.00	9.59	9.59	1068.91
1994 02 05 12	38141.40	27.38	234.28	0.00	15.07	15.07	1560.89
1994 02 06 12	38361.60	1.93	327.88	0.00	16.01	16.01	1595.31
1994 02 07 12	38361.60	0.72	304.91	0.00	15.15	15.15	1405.64
1994 02 08 12	38361.60	7.81	366.02	0.00	20.18	20.18	2022.56
1994 02 09 12	38707.20	8.79	149.44	0.00	17.51	17.51	1813.51
1994 02 10 12	38707.20	42.38	196.82	0.00	2.55	2.55	664.20
1994 02 11 12	38707.20	20.85	382.29	0.00	2.94	2.94	650.45
1994 02 12 12	38832.60	0.00	362.67	0.00	7.69	7.69	898.22
1994 02 13 12	39052.80	0.02	400.62	0.00	10.46	10.46	1044.99
1994 02 14 12	39052.80	0.00	419.57	0.00	4.67	4.67	586.31
1994 02 15 12	39052.80	0.00	255.25	0.00	8.24	8.24	740.47
1994 02 16 12	39398.40	0.00	402.44	0.00	11.92	11.92	936.88
1994 02 17 12	39398.40	0.00	393.93	0.00	11.86	11.86	823.65
1994 02 18 12	39398.40	0.00	367.74	0.00	13.31	13.31	1134.64
1994 02 19 12	39744.00	0.01	346.95	0.00	17.19	17.19	1632.28
1994 02 20 12	39744.00	0.95	336.37	0.00	18.51	18.51	1771.78
1994 02 21 12	39744.00	1.64	231.91	0.00	19.33	19.33	1884.00
1994 02 22 12	40089.60	14.74	205.35	0.00	18.80	18.80	1896.59
1994 02 23 12	40089.60	11.85	168.53	0.00	16.81	16.81	1721.91
1994 02 24 12	40089.60	0.29	439.14	0.00	5.92	5.92	726.84
1994 02 25 12	40414.12	0.00	433.45	0.00	8.47	8.47	773.62
1994 02 26 12	40435.20	0.00	423.71	0.00	6.89	6.89	676.98
1994 02 27 12	40435.20	0.00	337.82	0.00	3.27	3.27	490.24
1994 02 28 12	40662.81	0.00	406.90	0.00	8.90	8.90	767.57
1994 03 01 12	40780.80	49.70	232.80	0.00	14.81	14.81	1553.81
1994 03 02 12	40780.80	5.16	195.15	0.00	10.31	10.31	1158.75
1994 03 03 12	41008.41	0.00	468.06	0.00	7.86	7.86	769.96
1994 03 04 12	41126.40	0.00	422.42	0.00	11.45	11.45	939.61
1994 03 05 12	41126.40	0.00	439.43	0.00	15.17	15.17	1238.73
1994 03 06 12	41450.92	0.00	425.89	0.00	16.77	16.77	1411.15
1994 03 07 12	41472.00	0.03	394.51	0.00	18.64	18.64	1723.24
1994 03 08 12	41472.00	0.04	368.55	0.00	20.89	20.89	2031.27
1994 03 09 12	41817.60	38.80	112.99	0.00	15.27	15.27	1653.41
1994 03 10 12	41817.60	0.15	485.14	0.00	5.14	5.14	682.22
1994 03 11 12	41817.60	0.00	480.25	0.00	8.34	8.34	647.14
1994 03 12 12	42163.20	0.00	477.23	0.00	9.93	9.93	747.96
1994 03 13 12	42163.20	0.00	290.06	0.00	12.16	12.16	1002.24
1994 03 14 12	42163.20	0.00	477.52	0.00	13.89	13.89	1188.33
1994 03 15 12	42508.80	0.00	421.69	0.00	16.22	16.22	1412.16
1994 03 16 12	42508.80	0.00	480.02	0.00	14.78	14.78	1168.44
1994 03 17 12	42508.80	0.00	490.95	0.00	11.38	11.38	745.37
1994 03 18 12	42854.40	0.00	442.40	0.00	16.60	16.60	1497.35
1994 03 19 12	42854.40	0.00	420.01	0.00	21.42	21.42	1923.30
1994 03 20 12	42854.40	0.00	472.43	0.00	20.44	20.44	1952.21
1994 03 21 12	43200.00	0.00	414.18	0.00	20.47	20.47	2014.94
1994 03 22 12	43200.00	0.01	497.15	0.00	16.17	16.17	1311.80
1994 03 23 12	43200.00	7.71	283.35	0.00	18.36	18.36	1647.07
1994 03 24 12	43545.60	8.90	312.09	0.00	22.73	22.73	2311.61
1994 03 25 12	43545.60	6.07	488.45	0.00	19.15	19.15	1818.36
1994 03 26 12	43545.60	0.00	443.57	0.00	17.21	17.21	1599.75
1994 03 27 12	43891.20	15.51	239.09	0.00	22.77	22.77	2359.15
1994 03 28 12	43891.20	8.76	254.35	0.00	12.24	12.24	1219.49
1994 03 29 12	43891.20	0.05	515.01	0.00	8.91	8.91	709.59
1994 03 30 12	44236.80	0.00	479.93	0.00	12.40	12.40	844.77
1994 03 31 12	44236.80	0.00	519.15	0.00	10.02	10.02	862.25
1994 04 01 12	44236.80	0.13	528.49	0.00	10.18	10.18	734.47
1994 04 02 12	44582.40	0.15	523.33	0.00	13.70	13.70	985.86
1994 04 03 12	44582.40	0.32	374.44	0.00	15.66	15.66	1442.36
1994 04 04 12	44582.40	0.00	520.53	0.00	13.10	13.10	1136.73
1994 04 05 12	44928.00	12.33	313.55	0.00	17.73	17.73	1638.69
1994 04 06 12	44928.00	47.80	290.48	0.00	17.63	17.63	1845.59
1994 04 07 12	44949.08	0.18	534.49	0.00	8.97	8.97	946.97
1994 04 08 12	45273.60	0.00	526.94	0.00	11.95	11.95	1077.19
1994 04 09 12	45273.60	0.00	438.07	0.00	17.45	17.45	1639.07
1994 04 10 12	45391.59	0.00	410.68	0.00	22.59	22.59	2302.01
1994 04 11 12	45619.20	2.61	440.55	0.00	23.12	23.12	2327.08
1994 04 12 12	45619.20	19.37	311.03	0.00	20.67	20.67	2170.12
1994 04 13 12	45737.19	4.16	524.01	0.00	18.51	18.51	1526.89
1994 04 14 12	45964.80	5.97	440.57	0.00	19.75	19.75	1888.31
1994 04 15 12	45964.80	3.59	381.89	0.00	23.76	23.76	2390.62
1994 04 16 12	45985.88	10.85	502.08	0.00	18.37	18.37	1602.20
1994 04 17 12	46310.40	0.00	535.51	0.00	16.39	16.39	1139.87
1994 04 18 12	46310.40	0.00	535.53	0.00	19.49	19.49	1216.38
1994 04 19 12	46310.40	0.10	490.49	0.00	19.47	19.47	1480.09
1994 04 20 12	46656.00	0.00	430.08	0.00	20.94	20.94	1659.07
1994 04 21 12	46656.00	0.22	251.04	0.00	22.32	22.32	2103.68
1994 04 22 12	46656.00	0.00	520.05	0.00	22.24	22.24	1986.74
1994 04 23 12	47001.60	0.00	500.07	0.00	20.31	20.31	1803.25
1994 04 24 12	47001.60	0.41	459.95	0.00	22.12	22.12	2043.95
1994 04 25 12	47001.60	0.00	392.70	0.00	22.51	22.51	2258.99
1994 04 26 12	47347.20	0.03	430.95	0.00	24.62	24.62	2600.99
1994 04 27 12	47347.20	0.00	521.85	0.00	25.96	25.96	2668.81
1994 04 28 12	47347.20	0.00	524.71	0.00	24.45	24.45	2337.28
1994 04 29 12	47567.40	0.00	462.69	0.00	23.31	23.31	2218.17
1994 04 30 12	47692.80	13.18	311.89	0.00	23.03	23.03	2301.38
1994 05 01 12	47692.80	3.54	417.20	0.00	18.82	18.82	1814.16
1994 05 02 12	47692.80	0.15	371.54	0.00	16.48	16.48	1491.46
1994 05 03 12	48038.40	40.99	441.85	0.00	20.22	20.22	2041.39
1994 05 04 12	48038.40	0.00	495.95	0.00	17.52	17.52	1676.29
1994 05 05 12	48038.40	0.22	581.83	0.00	18.08	18.08	1511.41
1994 05 06 12	48258.60	0.15	556.55	0.00	20.34	20.34	1662.00
1994 05 07 12	48384.00	0.56	450.94	0.00	22.72	22.72	2201.28
1994 05 08 12	48384.00	7.84	322.67	0.00	22.07	22.07	2317.20
1994 05 09 12	48384.00	7.85	380.24	0.00	23.77	23.77	2381.47
1994 05 10 12	48726.22	3.64	367.73	0.00	24.32	24.32	2519.52
1994 05 11 12	48729.60	2.81	350.53	0.00	23.51	23.51	2250.45
1994 05 12 12	48729.60	1.21	398.69	0.00	25.88	25.88	2645.12
1994 05 13 12	48729.60	1.42	500.22	0.00	26.40	26.40	2657.82
1994 05 14 12	49071.82	9.29	426.69	0.00	25.13	25.13	2535.73
1994 05 15 12	49075.20	1.90	448.20	0.00	24.55	24.55	2525.39
1994 05 16 12	49075.20	9.53	350.42	0.00	25.52	25.52	2522.50
1994 05 17 12	49075.20	7.94	349.90	0.00	24.80	24.80	2475.03
1994 05 18 12	49295.40	0.28	582.37	0.00	20.49	20.49	1698.24
1994 05 19 12	49420.80	0.00	589.73	0.00	17.48	17.48	1364.78
1994 05 20 12	49420.80	0.00	567.55	0.00	16.35	16.35	1263.55
1994 05 21 12	49420.80	0.00	512.02	0.00	20.23	20.23	1494.10
1994 05 22 12	49420.80	0.00	574.53	0.00	21.92	21.92	1564.18
1994 05 23 12	49722.35	0.00	563.49	0.00	22.27	22.27	1612.03
1994 05 24 12	49766.40	0.00	555.00	0.00	22.91	22.91	1847.52
1994 05 25 12	49766.40	0.00	530.80	0.00	22.74	22.74	1974.80
1994 05 26 12	49766.40	2.30	425.49	0.00	23.55	23.55	2348.43
1994 05 27 12	49766.40	3.09	379.13	0.00	24.83	24.83	2475.29
1994 05 28 12	49787.48	4.96	417.47	0.00	22.01	22.01	2082.51
1994 05 29 12	50108.62	1.83	263.44	0.00	23.13	23.13	2188.14
1994 05 30 12	50112.00	11.97	348.64	0.00	22.95	22.95	2342.65
1994 05 31 12	50112.00	16.07	359.83	0.00	23.00	23.00	2280.73
1994 06 01 12	50112.00	0.91	441.44	0.00	23.86	23.86	2354.55
1994 06 02 12	50112.00	5.09	362.43	0.00	24.87	24.87	2565.04
1994 06 03 12	50112.00	1.47	368.83	0.00	25.53	25.53	2636.94
1994 06 04 12	50229.99	3.00	374.30	0.00	25.83	25.83	2598.98
1994 06 05 12	50413.56	9.90	369.30	0.00	25.63	25.63	2597.29
1994 06 06 12	50457.60	3.16	442.72	0.00	24.79	24.79	2547.65
1994 06 07 12	50457.60	2.97	371.99	0.00	25.48	25.48	2719.65
1994 06 08 12	50457.60	3.80	583.03	0.00	27.56	27.56	2946.86
1994 06 09 12	50457.60	5.60	487.63	0.00	27.94	27.94	2984.08
1994 06 10 12	50457.60	19.66	394.73	0.00	26.99	26.99	2812.37
1994 06 11 12	50457.60	28.64	370.33	0.00	25.15	25.15	2603.67
1994 06 12 12	50457.60	13.28	331.66	0.00	24.74	24.74	2596.74
1994 06 13 12	50457.60	9.99	418.61	0.00	24.86	24.86	2593.71
1994 06 14 12	50457.60	2.86	570.65	0.00	26.51	26.51	2701.12
1994 06 15 12	50457.60	0.84	453.02	0.00	27.61	27.61	2908.09
1994 06 16 12	50478.68	0.00	510.47	0.00	27.86	27.86	2841.83
1994 06 17 12	50575.59	7.92	409.40	0.00	28.02	28.02	2878.32
1994 06 18 12	50677.80	1.53	349.73	0.00	26.77	26.77	2778.05
1994 06 19 12	50677.80	0.43	323.76	0.00	25.97	25.97	2711.42
1994 06 20 12	50677.80	0.91	391.77	0.00	25.88	25.88	2571.90
1994 06 21 12	50677.80	8.20	322.28	0.00	25.83	25.83	2654.93
1994 06 22 12	50677.80	15.63	380.16	0.00	25.61	25.61	2698.37
1994 06 23 12	50677.80	15.00	282.12	0.00	24.74	24.74	2625.28
1994 06 24 12	50677.80	17.82	299.38	0.00	24.49	24.49	2627.20
1994 06 25 12	50575.59	2.90	523.39	0.00	25.87	25.87	2678.48
1994 06 26 12	50575.59	0.00	417.59	0.00	26.87	26.87	2873.24
1994 06 27 12	50478.68	0.00	611.46	0.00	27.73	27.73	2916.33
1994 06 28 12	50457.60	0.64	586.47	0.00	27.76	27.76	2918.82
1994 06 29 12	50457.60	0.52	454.51	0.00	27.64	27.64	2956.88
1994 06 30 12	50457.60	0.03	593.29	0.00	28.09	28.09	2917.98
1994 07 01 12	50457.60	3.16	466.94	0.00	28.10	28.10	2955.07
1994 07 02 12	50457.60	2.41	604.11	0.00	27.49	27.49	2727.31
1994 07 03 12	50457.60	0.00	411.45	0.00	27.73	27.73	2814.62
1994 07 04 12	50457.60	0.00	314.85	0.00	27.61	27.61	2996.89
1994 07 05 12	50457.60	0.27	464.78	0.00	28.26	28.26	2999.45
1994 07 06 12	50457.60	0.98	424.04	0.00	27.53	27.53	2931.92
1994 07 07 12	50457.60	7.70	373.54	0.00	27.09	27.09	2926.89
1994 07 08 12	50332.20	12.06	304.91	0.00	25.93	25.93	2837.00
1994 07 09 12	50112.00	13.09	342.54	0.00	24.99	24.99	2592.82
1994 07 10 12	50112.00	23.51	305.27	0.00	25.11	25.11	2649.62
1994 07 11 12	50112.00	27.06	278.32	0.00	24.32	24.32	2596.28
1994 07 12 12	50112.00	17.01	320.30	0.00	24.82	24.82	2653.95
1994 07 13 12	50112.00	7.03	363.13	0.00	25.61	25.61	2759.01
1994 07 14 12	50112.00	15.87	323.62	0.00	25.52	25.52	2745.20
1994 07 15 12	49986.60	3.91	458.28	0.00	25.94	25.94	2739.88
1994 07 16 12	49766.40	2.18	491.47	0.00	26.91	26.91	2839.80
1994 07 17 12	49766.40	1.44	390.25	0.00	27.13	27.13	2830.06
1994 07 18 12	49766.40	2.39	435.17	0.00	27.57	27.57	2881.79
1994 07 19 12	49766.40	7.03	341.74	0.00	26.79	26.79	2812.59
1994 07 20 12	49766.40	0.91	504.16	0.00	26.66	26.66	2752.23
1994 07 21 12	49441.88	0.33	424.72	0.00	27.12	27.12	2868.75
1994 07 22 12	49420.80	0.56	556.73	0.00	26.20	26.20	2704.07
1994 07 23 12	49420.80	0.01	408.19	0.00	26.45	26.45	2781.07
1994 07 24 12	49420.80	0.01	571.33	0.00	28.10	28.10	2833.60
1994 07 25 12	49417.42	0.05	500.24	0.00	28.56	28.56	2921.53
1994 07 26 12	49075.20	3.90	424.57	0.00	27.01	27.01	2843.09
1994 07 27 12	49075.20	18.71	427.25	0.00	26.16	26.16	2769.31
1994 07 28 12	49075.20	0.03	576.19	0.00	23.44	23.44	2126.52
1994 07 29 12	49075.20	0.00	654.26	0.00	22.87	22.87	1888.20
1994 07 30 12	48750.68	0.00	598.22	0.00	23.75	23.75	1928.22
1994 07 31 12	48729.60	0.48	451.85	0.00	25.11	25.11	2112.57
